goodsKey,category1,category2,category3,ASIN,goodsName,brand,originalPrice,discountedPrice,ratingAvg,ratingCount,goodsInfo,goodsDesc,goodsImg
6281520,가정용 방향제,"리드 디퓨저, 오일 및 액세서리",리드 디퓨저 세트,B0CDCN57Y1,"ILLUME 소형 아로마 디퓨저, 발삼 및 삼나무",Illume,40151,40151,4,16,이 향기는 따뜻한 계피로 키스한 전나무 바늘의 심장과 함께 풍부한 오크 이끼에 뿌려졌습니다 알코올 프리 아로마 디퓨저 최고 품질의 향기 오일로 세심하게 제작된 아로마 리드 디퓨저는 공기를 향기로 채우도록 설계되었습니다 100% 비건 및 크루얼티 프리 8.9 x 8.9 x 18.9 cm,빛을 발하세요 -- 노블 홀리데이의 계절별 향기로 축하할 시간입니다. 홀리데이 홈을 선물하고 장식하기에 적합합니다. 작은 42.5g(1.5온스)의 소형 디퓨저는 알코올이 함유되지 않았으며 모든 구석구석에 적합한 크기입니다.,https://storage.googleapis.com/portermarket-bucket/B0CDCN57Y1_1.jpg
6281521,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07SRRLVQ1,Aquaphor 립 리페어 스틱,Aquaphor,11398,11398,4.6,25355,"피부과 전문의 추천: Aquaphor 는 피부과 전문의가 추천하는 최고의 립 케어 브랜드입니다 완화 및 진정: Aquaphor 립 리페어 스틱은 건조함을 완화하고 갈라진 입술을 진정시키는 것이 임상적으로 입증되었습니다 영양 포뮬러: 이 립 리페어 밤은 영양이 풍부한 비타민, 모이스처라이저, 시어 버터 및 호호바 오일의 특별한 조합으로 제작되었습니다 미함유: 갈라진 입술을 위한 Aquaphor 립밤은 향이 없고 파라벤이 없으며 건조함을 방지하여 수분을 오래 유지합니다 립밤 팩에는 Aquaphor 립 리페어 립밤 4.8g(0.17온스) 스틱 2개가 포함되어 있습니다","Aquaphor 립 리페어 스틱으로 피부과 전문의가 추천하는 최고의 립 케어 브랜드에서 오래 지속되는 수분을 찾아보세요. Aquaphor 립 리페어는 건조함을 즉시 완화하고 매우 갈라지고 갈라진 입술을 진정시킵니다. 민감한 입술과 매우 건조하고 갈라진 입술을 위해 특별히 제작된 이 보습 립밤은 수분을 밀봉하고 효과적이고 오래 지속되는 완화를 제공하여 입술이 건강해 보이고 느껴집니다. 영양이 풍부한 비타민, 모이스처라이저, 시어 버터, 호호바 오일의 특별한 조합으로 제작된 Aquaphor 제품은 입술을 부드럽고 편안하게 유지합니다. 이 립밤 멀티팩에는 Aquaphor 립밤 스틱 2개가 포함되어 있어 항상 근처에 하나 둘 수 있어 입술을 최상의 모습과 느낌으로 유지할 수 있습니다. Aquaphor 립 리페어 스틱은 쉽게 미끄러지며 건조하거나 춥거나 바람이 많이 부는 조건에서 사용하기에 좋습니다. Aquaphor 립 리페어 밤을 필요에 따라 자주 건조한 입술에 자유롭게 바르세요. 헬스 스킨 케어 제품의 각 성분은 품질과 안전성에 대한 테스트 및 승인을 받았습니다.",https://storage.googleapis.com/portermarket-bucket/B07SRRLVQ1_1.jpg
6281522,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B0054LHI5A,버츠비 100% 천연 모이스처라이징 립밤,Burt's Bees,14390,14390,4.8,97300,0.15 온스 튜브의 100 % 천연 입술 연고 4 팩 멀티 팩 천연 컨디셔닝 비 왁스로 입술 관리 입술을 진정시키는 항산화 비타민 E 페퍼민트 오일로 피부를 상쾌하게합니다. Burt's Bees 오리지날 비 왁스 립밤,"Burt's Bees 밀랍 립밤은 입술을 즉시 부드럽게 하고 수분을 공급하여 건조함, 갈라짐 또는 갈라짐을 방지합니다. 책임감 있게 공급되는 밀랍과 비타민 E가 함유되어 입술에 풍부한 수분을 공급하고 진정시키는 이 립밤은 입술을 수분이 많고 행복하며 건강하게 만듭니다. 매트한 마감으로 입술을 자연스러운 색상으로 유지하며, 틴트 프리 립 모이스처라이저 튜브는 부드럽게 미끄러져 건조한 입술을 편안하게 해주면서 보호와 수분을 유지합니다. 페퍼민트 오일의 마지막 힌트는 독특한 상쾌한 따끔함을 제공합니다. 파라벤, 프탈레이트, 페트롤라툼 또는 SLS가 함유되지 않은 이 향의 립밤은 100% 천연 성분으로 깨끗한 성분으로 갈라진 입술을 젊어지게 하고 아름답게 합니다. 이 보습 립밤 튜브를 주머니나 지갑에 편리하게 넣을 수 있어 손끝에서 자연스럽게 영양을 공급하는 립 케어를 유지할 수 있습니다. 1984년부터 자연의 규칙에 따라 연주하는 Burts Bees는 자연의 성분을 사용하여 피부와 입술에 영양을 공급하고 활력을 불어넣어 가정의 필수품이 된 제품을 만듭니다. Burts Bees는 최고의 제품입니다. 피부과 전문의가 추천하는 천연 스킨 케어 브랜드 1개. (1) 미국 피부과 전문의를 대상으로 한 2021년 9월 NielsenIQ 전국 설문 조사를 기반으로 합니다./By Burt's Bees",https://storage.googleapis.com/portermarket-bucket/B0054LHI5A_1.jpg
6281523,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07YG8YVQW,"NIVEA 모이스처 립 케어, 시어 버터, 호호바 오일 및 아보카도 오일이 함유된 립밤 스틱, 4.8g(0.17온스), 4개 팩",NIVEA,12174,10332,4.7,7627,"즉각적인 수분 공급: 이 시어 버터 립밤은 입술에 즉시 수분을 공급하여 부드럽고 매끄럽게 유지합니다 하루 종일 영양: NIVEA 시어 모이스처 립밤은 갈라진 입술에 하루 종일 영양을 공급합니다 시어 버터와 호호바 오일 풍부: 이 미네랄 오일 프리 립밤은 시어 버터, 호호바 오일 및 아보카도 오일이 풍부하여 하루 종일 입술을 아름답게 유지합니다 가벼운 향: 립 모이스처라이저는 클래식한 NIVEA 향기로 가볍게 향이 납니다 NIVEA 모이스처 립 케어 4.8g(0.17온스) 스틱 4개 포함","NIVEA 모이스처 립 케어는 입술에 영양을 공급하고 입술을 매우 부드럽고 매끄럽게 유지합니다. NIVEA 모이스처라이징 립밤 포뮬러는 미네랄 오일 프리이며 시어 버터, 호호바 오일 및 아보카도 오일이 풍부하여 하루 종일 입술을 아름답게 유지합니다. NIVEA 모이스처 립 리페어 밤의 독특한 포뮬러로 입술의 자연스러운 아름다움을 향상시킬 수 있습니다. 최상의 결과를 얻으려면 NIVEA 하이드레이팅 립밤을 입술에 넉넉하게 발라 최고의 스킨 케어를 만드세요. NIVEA 립밤은 피부과 테스트를 거쳤습니다. NIVEA 는 130년 이상 사람들이 자신의 피부를 기분 좋게 느끼도록 도와왔습니다. NIVEA 또한 몸과 마찬가지로 입술에도 적절한 영양이 필요하다는 것을 알고 있습니다. 그렇기 때문에 입술에 필요한 최고의 관리를 제공할 수 있다고 믿을 수 있습니다.",https://storage.googleapis.com/portermarket-bucket/B07YG8YVQW_1.jpg
6281524,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B0C7W6GW8P,"e.l.f. Squeeze Me 립밤, 촉촉한 색조의 립밤, 히알루론산 함유, 비건 및 동물 실험 없음, 딸기",e.l.f.,5540,5540,4.5,6025,"모이스처라이징 립밤: e.l.f. 만나보기 Cosmetics Squeeze Me 립밤은 수분을 공급하고 영양을 공급하는 입술에 가장 좋아하는 새로운 립 제품입니다. 투명한 색상 제공: 이 보습 리브온 립밤은 투명한 색조로 수분을 공급합니다. 히알루론산 함유: 이 립밤은 시어 버터, 히알루론산, 구기자와 같은 입술을 좋아하는 성분으로 강화되었습니다. 여행에 적합: 이동 중에도 사용하기 쉬운 스퀴즈 튜브와 어플리케이터. 피부를 사랑하는 성분: All e.l.f. 제품은 피부에 좋은 성분으로 만들어지며, 독소를 제외한 모든 것이 좋은 가격에 제공됩니다. 모든 e.l.f. 제품은 100% 크루얼티 프리 및 비건입니다.","e.l.f. 만나기 Cosmetics Squeeze Me 립밤은 수분을 공급하고 영양을 공급하는 입술에 가장 좋아하는 새로운 립 제품입니다. 이 보습 리브온 립밤은 투명한 색조로 수분을 공급하며 히알루론산, 시어 버터, 구기자 베리와 같은 립을 좋아하는 성분이 풍부합니다. 어디에 있든 투명한 색조로 수분을 보충하는 데 적합합니다. 마음에 드실 이유: 가벼운 리브온 포뮬러는 입술에 수분을 공급하고 영양을 공급합니다. 얇은 색조. 이동 중에도 사용하기 쉬운 스퀴즈 튜브 및 어플리케이터. 시어 버터, 히알루론산, 구기자와 같은 입술을 좋아하는 성분으로 강화되었습니다. 다양한 맛있는 향기와 색조로 제공됩니다. 주요 성분: 시어 버터 히알루론산. 구기자 적합한 용도: 보통, 건성, 지성 및 복합성 피부 타입 성분은 때때로 변경되거나 다를 수 있습니다. 특정 제품의 성분 목록은 받은 제품의 포장을 참조하십시오. 모든 e.l.f. 제품은 100% 비건, 크루얼티 프리, Leaping Bunny 인증을 받은 것을 자랑스럽게 생각합니다. 친절은 시크하기 때문입니다.",https://storage.googleapis.com/portermarket-bucket/B0C7W6GW8P_1.jpg
6281525,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07X62WVM4,Cliganic USDA 유기농 립밤 세트 - 6가지 맛 - 갈라지고 건조한 입술을 위한 100% 천연 모이스처라이저 (포장은 다를 수 있음),Cliganic,16606,13836,4.6,27743,"포장은 다를 수 있습니다 - 새로운 외관, 동일한 훌륭한 제품. 전환 중에 두 가지 포장을 받을 수 있습니다 6가지 맛있는 맛 - 민트 버스트, 시트러스, 밀랍, 유칼립투스 민트, 바닐라, 코코넛. 여행에 적합 - 주머니나 지갑에 편리한 크기입니다. 유기농 인증 - Cliganic 립밤은 최고의 품질과 무결성을 보장하기 위해 자랑스럽게 USDA 유기농 인증을 받았습니다. 100% 천연 - 입술에 수분을 공급하고 영양을 공급하며 보호하는 천연 성분으로 제작된 립밤은 입술을 건강하고 부드럽게 유지합니다. 파라벤 프리. 프탈레이트 프리. 석유 화학 물질 무첨가. 동물 실험 없음, 미국 제조 - Cliganic 유기농 립밤은 동물 실험을 하지 않은 인증을 받았으며 미국에서 제작되었습니다.",,https://storage.googleapis.com/portermarket-bucket/B07X62WVM4_1.jpg
6281526,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B01MAV165F,"eos 100% 천연 및 유기농 립밤 스틱 - 스위트 민트, 하루 종일 보습, 민감한 피부에 피부과 전문의 추천, 4g(0.14온스), 2팩",eos,8296,6634,4.7,20796,"#1 유기농 립밤: 스위트 민트 정원의 신선한 민트맛이 나는 100% 천연의 지속 가능한 천연 립밤! 전체 천연 수분 및 보호: 천연 버터, 오일 및 왁스는 수분을 보호하고 가두어 가장 건강한 입술과 오래 지속되는 수분을 제공합니다 부드러운 발림: 이 컨디셔닝에 바르면 천연 시어 버터, 코코넛 오일, 호호바 오일 및 밀랍이 함유된 보습 립밤이 입술을 매끄럽게 유지합니다 지속 가능한 소스 시어: 야생 재배, 지속 가능한 100% 천연 시어 버터가 함유되어 입술을 촉촉하게 보호해 주며 부드러운 느낌을 줍니다 천연 립 케어: 파라벤, 프탈레이트 및 글루텐 프리입니다. PETA 인증을 받았으며 동물 실험을 거치지 않았습니다 닐슨 토탈 US xAOC, 52w/e 6.15.20 이전 보고서에 따른 #1 유기농 립밤","100% 천연 성분과 100% 맛있는 립밤을 살펴보세요. 당사 천연의 달콤한 민트맛은 정원에서 막 고른 민트처럼 맛있습니다. 매끄럽고 부드러우며 상쾌합니다. USDA 인증 유기농, 지속 가능한 원재료의 시어 버터 및 모든 천연의 맛입니다. 당신에게 좋은 것이 맛있을 수도 있습니다. eos 100% 천연 시어 립밤은 야생 시어 버터와 수분 코코넛 및 호호바 오일로 제작되어 오랫동안 수분을 공급합니다.",https://storage.googleapis.com/portermarket-bucket/B01MAV165F_1.jpg
6281527,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B06XDCPYYL,"Aquaphor 립 리페어 튜브, 갈라진 입술을 위한 립 연고, 모이스처라이징 립밤, 9.9g(0.35온스) 튜브 2개",Aquaphor,11620,10927,4.8,7766,"피부과 전문의 추천: Aquaphor 는 피부과 전문의가 추천하는 최고의 립 케어 브랜드입니다 완화 및 진정: Aquaphor 립 리페어는 건조함을 완화하고 갈라진 입술을 진정시키는 것이 임상적으로 입증되었습니다 미함유: 갈라진 입술을 위한 Aquaphor 립밤은 향이 없고 파라벤이 없으며 건조함을 방지하여 수분을 오래 유지합니다 영양 포뮬러: 영양이 풍부한 비타민, 시어 버터 및 진정 카모마일 에센스로 제작되었습니다 멀티팩: 립밤 팩에는 Aquaphor 립 리페어 연고 9.9g(0.35온스) 튜브 2개가 포함되어 있습니다",피부과 전문의가 추천하는 최고의 립 케어 브랜드에서 Aquaphor 립 리페어 연고로 오래 지속되는 수분을 찾아보세요. Aquaphor 립 리페어는 건조함을 즉시 완화하고 매우 갈라지고 갈라진 입술을 진정시킵니다. 민감한 입술과 매우 건조하고 갈라진 입술을 위해 특별히 제작된 이 보습 립밤은 수분을 밀봉하고 효과적이고 오래 지속되는 완화를 제공하여 입술이 건강해 보이고 느껴집니다. 이 립 멀티팩에는 Aquaphor 립 리페어 튜브 2개가 포함되어 있어 항상 근처에 하나 둘 수 있어 입술을 최상의 모습과 느낌으로 유지할 수 있습니다. Aquaphor 립 리페어를 필요에 따라 자주 건조한 입술에 자유롭게 바르세요. Aquaphor 스킨 케어 제품의 각 성분은 품질과 안전성에 대한 테스트 및 승인을 받았습니다.,https://storage.googleapis.com/portermarket-bucket/B06XDCPYYL_1.jpg
6281528,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B0163BMUFM,Burt's Bees 색조 립밤,Burt's Bees,13822,13129,4.6,19572,BURT'S BEES 립 케어: 자연스러운 데일리 룩을 위해 Burt's Bees 틴트 립밤으로 얇은 색상을 더하세요. 포장은 다를 수 있습니다 오래 지속되는 립 모이스처라이저: 스와이프할 때마다 자연적으로 수분을 공급하는 시어 버터와 영양이 풍부한 식물성 왁스로 건조한 입술에 수분을 공급하고 진정시킵니다 수분 공급 립 트리트먼트: Burt's Bees 컨디셔닝 틴트 립밤을 한 번만 문지르면 입술에 최대 8시간 동안 매끄럽고 영양을 공급합니다 100% 천연 원산지: 100% 천연 포뮬러가 풍부한 Burt's Bees 립밤은 파라벤 프탈레이트 페트롤라툼이나 SLS 없이 제조되었습니다 틴티드 립밤: 이 멋지고 돋보이는 립 컬러 쉐이드는 자연스러운 입술을 향상시키면서 매끄러운 색상을 추가하여 쉽고 일상적인 메이크업 룩을 선사합니다,"Burts Bees 틴트 립밤은 8시간 동안 수분을 공급하여 약간의 색상을 제공합니다. 이 밤은 얇은 립 틴트를 제공하며 자연스럽게 돋보이는 색조로 제공됩니다. 레드 달리아 틴트는 따뜻한 중성 색조로 적절한 양의 색상으로 입술에 영양을 공급하고 수분을 공급하면서 입술을 향상시킵니다. 매끄러운 질감으로 반짝임이나 진주 빛 없이 건조한 입술에 투명하고 자연스러운 색조를 더합니다. 이 틴트 립밤은 시어 버터, 식물성 왁스 및 부드러운 틴트 색상으로 만들어져 매일 입술에 자연스럽게 영양을 공급하고 영양을 공급합니다. 재활용 가능한 포장으로 제작된 이 립 컬러 밤에는 파라벤, 프탈레이트, 페트롤라텀 및 SLS가 없습니다. 핑크, 레드, 바이올렛까지 풍부한 색상 팔레트를 갖춘 이 립 틴트는 100% 천연 오리진 뷰티 제품입니다. Burts Bees 부드러운 틴트 립밤은 입술이 매끄럽고 아름답게 보이도록 도와줍니다.",https://storage.googleapis.com/portermarket-bucket/B0163BMUFM_1.jpg
6281529,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07MBHRYTJ,"Palmer's 코코넛 오일 포뮬라 립밤 듀오, 하루 종일 보습, 건조하고 갈라진 입술에 수분 공급(2팩)",Palmer's,5803,4653,4.4,17558,"립밤 듀오: 파머스의 코코넛 오일 SPF 15 립밤 듀는 입술에 하루 종일 수분을 공급하고 갈라짐, 햇빛이나 바람으로 인한 환경 손상으로부터 보호하는 크리미한 립밤 한 쌍입니다. 여러 위치에 보관하기에 적합합니다. 천연 성분. 코코넛 오일은 건조한 입술에 수분을 공급하고 재생시킵니다. 타히티안 모노이는 입술을 부드럽고 매끄럽게 유지하고 스위트 아몬드 오일은 영양을 공급하고 수분을 유지합니다. 24시간 지속되는 수분감을 선사합니다. 최고의 성분: 저희는 부드럽고 촉촉하며 아름다운 모발과 피부를 제공하기 위해 최고급 천연 원료만을 사용하기 위해 노력합니다. 저희는 전 세계 시어 & 코코아 버터 및 코코넛 오일의 지속 가능한 생산을 지원합니다. 진짜를 선택하세요: 당사의 뷰티 제품 및 헤어 및 스킨 트리트먼트는 실제 고품질의 식물 기반 성분을 사용하여 립밤부터 바 비누, 바디 버터까지 실제로 수분과 부드러움을 제공합니다. Palmer's 코코아 버터, 코코넛 오일, 시어 버터, 올리브 오일 및 비타민 E 제품 라인에는 손과 몸, 얼굴, 입술, 선 케어, 헤어 케어 및 임신 및 스트레치 마크 케어를 위한 크림, 밤, 로션, 오일 및 비누가 포함되어 있습니다.","파머스의 코코넛 오일 SPF 15 립밤은 입술에 하루 종일 수분을 공급하고 갈라짐, 햇빛이나 바람으로 인한 환경 손상으로부터 보호하는 크리미한 립밤입니다. 제품 사용 방법: 햇빛에 노출되기 15분 전에 자유롭게 바르세요. 수영이나 땀을 흘리는 경우 방수 자외선 차단제를 사용하세요. 최소 2시간마다 다시 바르세요. 6개월 미만의 어린이: 의사 안전 경고: 피부에 바르는 용도로만 사용하세요. 발진이 생기면 사용을 멈추고 의사에게 문의하세요. 이 제품을 사용할 때는 눈에 닿지 않게 하십시오. 물로 헹구어 제거하세요. 어린이의 손이 닿지 않는 곳에 보관하세요. 삼킬 경우 즉시 의사의 도움을 받거나 독극물 관리 센터에 문의하십시오. 피부암/피부 노화 경고. 햇볕에 오래 노출되면 피부암과 조기 피부 노화의 위험이 증가합니다. 이 제품은 피부암이나 조기 피부 노화를 방지하는 것으로 나타났습니다. 주요 성분: 공정 무역 인증 유기농 엑스트라 버진 코코넛 오일: 건조한 입술에 수분을 공급하고 재생합니다. 타히티안 모노이: 입술을 부드럽고 매끄럽게 유지합니다. 스위트 아몬드 오일로 영양을 공급하고 수분을 유지합니다.",https://storage.googleapis.com/portermarket-bucket/B07MBHRYTJ_1.jpg
6281530,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07BB4V9W9,"Earth's Daughter 스타킹 스터퍼의 USDA 유기농 립밤 6팩 - 과일 맛, 밀랍, 코코넛 오일, 비타민 E - 건조하고 갈라진 입술을 위한 최고의 립 리페어 챕스틱 - 모이스처라이징 립 케어",Earth's Daughter,13780,13780,4.6,15556,"USDA 인증 유기농 립밤의 6가지 맛있는 맛. 과일 립밤으로 입술을 진정시키세요. 바닐라 빈, 크리미 코코넛, 유칼립투스 민트, 빙 체리, 시트러스 블래스트 및 스트로베리 브리즈 맛의 유기농 립밤. 온 가족에게 안전합니다. 100% 순수 USDA 유기농 립밤: 유기농 해바라기 오일, 유기농 밀랍, 유기농 코코넛 오일, 유기농 체리, 바닐라, 코코넛 및 딸기 맛, 유칼립투스, 페퍼민트, 오렌지, 레몬, 라임의 유기농 에센셜 오일, 비타민 E, 유기농 로즈마리 추출물, 유기농 금잔화 추출물. 립 플럼퍼 USDA 유기농 씰은 이 제품의 성분이 GMO 프리이며 원료 성장 중에 제초제나 살충제를 사용하지 않았음을 보장합니다. 이는 또한 청결부터 품질 등에 이르기까지 모든 것에 대한 엄격한 기준에 따라 제품이 USDA 유기농 인증 시설에서 생산되었음을 보장합니다. GMO 프리, 글루텐 프리, 친환경 B-Corporation 인증 제조, 화학 물질 없음, 필러 및 콩 없음, 석유 또는 석유 유도체 없음. 100% USDA 인증 유기농 립 모이스처라이저. 영양 밀랍 유기농 립밤은 어린이, 유아, 갈라진 입술, 건조한 입술, 갈라진 입술, 립스틱 베이스, 선물 세트에 적합합니다. 모든 연령대를 위한 최고의 유기농 립 케어! 지구 친화적인 포장: 당사의 크루얼티 프리 제품은 동물 실험을 하지 않으며 포장은 완전히 재활용 가능합니다. 당사의 립밤은 최고 수준의 환경적으로 지속 가능한 관행을 사용하여 미국에서 자랑스럽게 제작되었습니다.",,https://storage.googleapis.com/portermarket-bucket/B07BB4V9W9_1.jpg
6281531,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07Y91BMSK,니베아 립케어 과일 버라이어티 팩 - 아름답고 부드러운 입술을 위한 틴티드 립밤 - 4개 팩,NIVEA,19237,19237,4.6,21819,"하루 종일 영양을 공급하는 수분으로 입술은 즉시 수분을 공급 받고 건조함으로부터 보호 받습니다 각 맛은 각기 다른 성분이 풍부하여 갈라진 입술을 부드럽고 매끄럽게 만듭니다 다양하고 신선한 과일 향기로 사용할 때마다 상쾌한 경험을 선사합니다 여러 가지 절묘한 색조로 각 립밤은 입술이 아름답게 보이고 느껴지도록 도와줍니다 4개의 4.8g(17온스). 틴티드 립밤: 체리, 스트로베리, 블랙베리, 워터멜론","니베아 립 케어 과일 버라이어티 팩, 4가지 맛있는 향기. 각 립밤은 각기 다른 성분으로 만들어져 갈라진 입술이 부드럽고 매끄럽게 느껴집니다. 여러 가지 절묘한 입술 색조와 다양하고 신선한 과일 향이 있어 사용할 때마다 상쾌한 경험을 선사합니다. 니베아 립 케어의 독특한 포뮬러는 하루 종일 영양과 수분을 공급하며 입술의 자연스러운 아름다움을 향상시킵니다. 이 립밤은 한 번의 터치로 입술을 매우 부드럽고 매끄러운 느낌으로 유지합니다. 니베아는 100년이 넘게 사람들이 자신의 피부를 기분 좋게 느끼도록 도왔습니다. 그리고 니베아는 몸과 마찬가지로 입술에도 영양이 필요하다는 것을 알고 있습니다. 이것이 여러분이 니베아가 입술에 필요한 궁극적인 관리를 제공할 수 있는것에 대해 믿으실 수 있는 이유입니다. 최상의 결과를 얻으려면, 최고의 관리를 위해 니베아 립 케어를 일 년 내내 입술에 넉넉하게 바르세요. 피부 호환성은 피부과 전문의 테스트를 거쳤습니다. 니베아 립밤은 입술에 필요한 영양을 공급하는 케어와 광택을 제공합니다.",https://storage.googleapis.com/portermarket-bucket/B07Y91BMSK_1.jpg
6281532,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B000MIH34Q,Jack Black 남성용 홀리데이 선물 세트,Jack Black,13850,13850,4.7,23296,,,https://storage.googleapis.com/portermarket-bucket/B000MIH34Q_1.jpg
6281533,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07DY2YZW6,"LANEIGE Lip Glowy Balm 하이드레이트, 광택, 경량, 보습 및 틴트 시어 버터 포함",LANEIGE,26315,26315,4.7,27239,,,https://storage.googleapis.com/portermarket-bucket/B07DY2YZW6_1.jpg
6281534,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B09V1VJGCR,"eos The Hero 립 리페어, 엑스트라 드라이 립 트리트먼트, 24시간 보습, 천연 딸기 추출물, 10.4ml(3.3온스), 2개입 (1팩)",eos,13143,10816,4.7,1669,"립 리페어 트리트먼트 - 천연 딸기 추출물이 함유된 립 트리트먼트는 심하게 건조한 입술을 보호합니다. 이제 두 배의 수분을 위해 트윈 팩으로 제공됩니다! 최고의 수분 공급 및 보호: 당사의 립 트리트먼트는 24시간 동안 즉각적으로 수분을 공급하여 심하게 건조한 입술을 컨디셔닝하고 보호합니다. 상쾌하고 맛있는 딸기 맛! 모이스처라이징 립 케어: 이 컨디셔닝, 울트라 하이드레이팅 eos 립밤을 천연 시어 버터로 문지르면 입술을 매우 건조한 상태에서 더욱 촉촉하게 가꾸어줍니다 울트라 리플레니싱: eos 울트라 립 리페어는 입술을 보호하고, 교정하고, 진정시키고, 매끄럽게 하는 다양한 이점 포뮬러를 가지고 있습니다. SuperShield 시어: eos 립밤은 지속 가능한 천연 시어 버터와 딸기 추출물 맛으로 만들어졌습니다. 또한 저자극성입니다(민감한 피부에 적합). 파라벤 및 프탈레이트 프리. PETA 인증. 동물 실험을 하지 않은 제품.","eos Hero 엑스트라 드라이 립 트리트먼트는 즉각적인 수분을 매우 문질러 심하게 건조한 입술을 완화합니다. 이 저자극성 트리트먼트는 24시간 수분 공급으로 입술을 매우 부드럽게 만듭니다. 보호, 교정, 진정 및 매끄러움을 선사하는 뛰어난 성능의 멀티 이점 포뮬러. 필요한 수분을 보충하고 마땅히 받아야 할 멋진 경험을 제공합니다. SuperShield™ 시어 복합체는 자연의 가장 강한 성분을 활용하여 피부의 자연스러운 장벽을 강화하고 수분을 유지합니다. 이제 두 배의 수분을 위해 트윈 팩으로 제공됩니다!",https://storage.googleapis.com/portermarket-bucket/B09V1VJGCR_1.jpg
6281535,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B01M5GDON6,"Nature's Bees - 코코아 버터 립밤 모이스처라이저 - 오리지널 24팩, 4가지 맛 - 오리지널, 시어 버터, 망고 버터, 올리브 오일 - 코코넛 오일, 밀랍, 비타민 E, 알로에 포함 - 4.2g(0.15온스)",Nature’s Bees,29057,29057,4.7,5808,"오리지널 맛 컬렉션 - 이 24팩에는 코코아 버터, 시어 버터, 망고 버터, 올리브 오일의 4가지 오리지널 맛에 맞는 6개의 개별 립밤 튜브가 포함되어 있습니다. 자신을 위해 모두 보관하거나 다른 사람에게 선물하세요! 자연에 의해 구동 - 당사의 프리미엄 성분이 결합되어 오래 지속되는 포뮬러를 제공합니다. 코코아 버터, 코코넛 오일, 밀랍, 알로에 및 비타민 E는 매일 사용하고 싶은 풍부하고 크리미한 질감으로 입술 수분을 회복시킵니다. 일 년 내내 보호 - 당사의 진정 립밤은 지갑, 책상, 자동차, 배낭, 침실용 탁자 또는 주머니에 일 년 내내 사용하기에 이상적입니다. 붉고 갈라진 겨울 입술부터 건조한 여름 입술까지, 당사의 밤은 언제든지 어떤 상태에서도 사용할 수 있습니다. 8가지 훌륭한 맛 - 과일향을 좋아하든 더 차분한 맛을 좋아하든 모든 취향에 맞는 립밤이 있습니다. 체리, 시트러스, 민트, 코코넛과 같은 다른 맛을 맛보세요. 파티 선물이나 이벤트를 위해 더 많은 밤이 필요하십니까? 모든 립밤 벌크 옵션을 찾아보세요. 왜 Nature's Bees일까요? - Nature's Bees 립밤에 넣는 것만큼이나 중요한 것은 우리가 빼는 것입니다. 저희는 염료, 인공 색소 또는 파라벤을 사용하지 않습니다. Nature's Bees 제품은 동물 실험을 하지 않습니다. 저희는 절대 동물 실험을 하지 않습니다. 자랑스럽게 미국에서 제작되었습니다.",,https://storage.googleapis.com/portermarket-bucket/B01M5GDON6_1.jpg
6281536,피부미용 및 퍼스널 케어,스킨 케어,립 케어,B07XXPHQZK,"LANEIGE 립 슬리핑 마스크: 영양, 보습, 비타민 C, 무루무루 및 시어 버터, 항산화 물질, 벗겨짐, 건조한 입술",LANEIGE,33240,33240,4.6,47181,,,https://storage.googleapis.com/portermarket-bucket/B07XXPHQZK_1.jpg
